"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Oct 19 01:44:41 UTC 2025","Sun Oct 19 01:44:41 UTC 2025","280","Surefire suite","Surefire test","tests.EventTest","tests.EventTest","testBasicPistolShootingCourseTickets","Verify that tickets are not available for 'Basic Pistol Shooting Course'",""
